clubLabel,venueLabel,coordinates,countryLabel
Llanelli A.F.C.,Stebonheath Park,Point(-4.1476 51.6839),United Kingdom
Llaneros FC,Estadio Rafael Calles Pinto,Point(-69.765814 9.035267),Venezuela
Llansantffraid Village F.C.,Recreation Ground,Point(-3.153611 52.775556),United Kingdom
Llanwern A.F.C.,Newport Stadium,Point(-2.959444 51.573889),United Kingdom
Lleida Esportiu,Camp d'Esports,Point(0.614147 41.621267),Spain
Lobi Stars F.C.,Aper Aku Stadium,Point(8.51805556 7.74166667),Nigeria
Lobos Prepa,Estadio Olímpico de C.U.,Point(-98.1975 18.997222),Mexico
Lobos de la BUAP,Estadio Olímpico de C.U.,Point(-98.1975 18.997222),Mexico
Logroñés CF,Estadio Las Gaunas,Point(-2.453333 42.453333),Spain
Lokomotiv Tashkent,Lokomotiv Stadium,Point(69.395 41.361111),Uzbekistan
London Bari F.C.,The Old Spotted Dog Ground,Point(0.021389 51.542222),United Kingdom
London City,Cove Road Stadium,Point(-81.2666 42.9708),Canada
Londrina E.C.,Estádio do Café,Point(-51.165 -23.282222),Brazil
Lorca Atlético CF,Estadio Francisco Artés Carrasco,Point(-1.735122 37.638817),Spain
Lorca Deportiva CF,Estadio Francisco Artés Carrasco,Point(-1.735122 37.638817),Spain
Loros de la Universidad de Colima,Estadio Olímpico Universitario de Colima,Point(-103.701389 19.246111),Mexico
Los Andes de Lomas de Zamora,Estadio Eduardo Gallardón,Point(-58.42 -34.757778),Argentina
Los Angeles Aztecs,Weingart Stadium,Point(-118.152 34.0429),United States of America
Los Angeles Galaxy,The Home Depot Center,Point(-118.261111111 33.864444444),United States of America
Los Angeles Lazers,The Forum,Point(-118.341944444 33.958055555),United States of America
Los Angeles Salsa,Titan Stadium (Cal State Fullerton),Point(-117.887 33.8866),United States of America
Los Angeles Sol,The Home Depot Center,Point(-118.261111111 33.864444444),United States of America
Los Angeles Wolves,Los Angeles Memorial Coliseum,Point(-118.287778 34.014167),United States of America
Los Caimanes de Puerto Etén,Estadio Elías Aguirre,Point(-79.860833 -6.768333),Peru
Lossiemouth F.C.,Grant Park,Point(-3.28549 57.7137),United Kingdom
Lota Schwager,Estadio Federico Schwager,Point(-73.17027778 -37.00777778),Chile
Louletano D.C.,Estádio Algarve,Point(-7.974722 37.088333),Portugal
Loyola Sport Club,Estadio Olímpico,Point(-66.885492 10.491278),Venezuela
Lundby IF,Rambergsvallen,Point(11.930833333 57.718888888),Sweden
Luparense San Paolo F.C.,Stadio Plebiscito,Point(11.899481 45.433876),Italy
Luqa St. Andrew's F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Luton Town F.C.,Kenilworth Road,Point(-0.431666666 51.884166666),United Kingdom
Lyn Fotball,Ullevaal Stadion,Point(10.734333333 59.949),Norway
Lyngby Boldklub,Lyngby Stadion,Point(12.5058 55.7811),Denmark
Léopards de Transfoot,Barikadimy Stadium,Point(49.38610833 -18.14685),Madagascar
Løv-Ham Fotball,Varden Amfi,Point(5.268447 60.341544),Norway
M Tigers F.C.,Mehlareng Stadium,Point(28.210208 -26.005544),South Africa
M.H.S.K. Tashkent,MHSK Stadium,Point(67.212614 41.279994),Uzbekistan
MAS Fez,Fez Stadium,Point(-4.968851 34.00283),Morocco
MC Alger,Stade 5 Juillet 1962,Point(2.995194 36.759889),Algeria
MC Oran,Stade Ahmed Zabana,Point(-0.636221 35.683315),Algeria
MC Oujda,Honneur Stadium,Point(-1.934444 34.659444),Morocco
MEAP Nisou,Theodorio Koinotiko Stadium,Point(33.395959 35.018508),Cyprus
MFC Kremin Kremenchuk,FC Kremin Stadium,Point(36.4833 47.5167),Ukraine
MFK Dolný Kubín,Stadium MUDr. Ivan Chodák,Point(19.2918 49.2063),Slovakia
MFK Dubnica,Mestský štadión,Point(18.1625 48.96305556),Slovakia
MFK Karviná,Městský stadion,Point(18.5613 49.8453),Czech Republic
MFK Košice,Lokomotíva Stadium,Point(21.244497 48.740836),Slovakia
MFK Ružomberok,Štadión MFK Ružomberok,Point(19.28388889 49.0825),Slovakia
MFK Tatran Liptovský Mikuláš,Stadium Liptovský Mikuláš,Point(19.6133 48.0883),Slovakia
MFK Zemplín Michalovce,Zemplin Stadium,Point(21.9083 48.7428),Slovakia
MKE Ankaragücü,Ankara 19 Mayıs Stadium,Point(32.845681 39.940094),Turkey
MNK Izola,Izola City Stadium,Point(13.665311 45.537125),Slovenia
MO Béjaïa,Stade de l'Unité Maghrébine,Point(5.046539 36.749411),Algeria
MO Constantine,Stade Mohamed Hamlaoui,Point(6.625833 36.349167),Algeria
MOIK Baku,Shafa Stadium,Point(49.897711 40.410986),Azerbaijan
MSP Batna,Stade 1er Novembre 1954,Point(6.187778 35.557222),Algeria
MSV Duisburg,Schauinsland-Reisen-Arena,Point(6.778639 51.409028),Germany
MSV Moers,Q2147912,Point(6.64734 51.463),Germany
MSV Neuruppin,Q1455512,Point(12.8156 52.9452),Germany
MTK Budapest FC,Hidegkuti Nándor Stadium,Point(19.106725 47.490919444),Hungary
MVV Maastricht,De Geusselt,Point(5.717778 50.8575),Netherlands
MYPA,Saviniemi,Point(26.790278 60.772778),Finland
Maccabi Be'er Sheva F.C.,Vasermil Stadium,Point(34.785964 31.253794),Israel
Maccabi Haifa F.C.,Kiryat Eliezer Stadium,Point(34.981284 32.827322),Israel
Maccabi Herzliya F.C.,Herzliya Municipal Stadium,Point(34.824793 32.167839),Israel
Maccabi Ironi Bat Yam F.C.,Bat Yam Municipal Stadium,Point(34.748472222 32.000833333),Israel
Maccabi Los Angeles,Jackie Robinson Stadium,Point(-118.459306 34.059194),United States of America
Maccabi Netanya F.C.,Netanya Stadium,Point(34.864433 32.294397),Israel
Maccabi Petah Tikva F.C.,HaMoshava Stadium,Point(34.865078 32.104197),Israel
Maccabi Tel Aviv F.C.,Bloomfield Stadium,Point(34.761625 32.05175),Israel
Maccabi Umm al-Fahm F.C.,HaShalom Stadium,Point(35.155788888 32.533180555),Israel
Macclesfield Town F.C.,Moss Rose,Point(-2.127136 53.242781),United Kingdom
Machine Sazi Dabiri Tabriz F.C.,Takhti Stadium,Point(46.301515 38.067403),Iran
Madiun Putra FC,Wilis Stadium,Point(111.53 -7.631),Indonesia
Madureira Esporte Clube,Estádio Conselheiro Galvão,Point(-43.337275 -22.869767),Brazil
Magdeburger FFC,Heinrich Germer Stadium,Point(11.600833 52.105556),Germany
Magway FC,Magway Stadium,Point(94.9258 20.1433),Myanmar
Mahindra United,Cooperage Ground,Point(72.828734 18.924449),India
Maidenhead United F.C.,York Road,Point(-0.717989 51.519881),United Kingdom
Maidstone United F.C.,Gallagher Stadium,Point(0.515833 51.28),United Kingdom
Maiwand Kabul F.C.,Ghazi Stadium,Point(69.193711 34.518531),Afghanistan
Makedonikos F.C.,Makedonikos Stadium,Point(22.950278 40.677778),Greece
Malacca United S.A.,Hang Jebat Stadium,Point(102.233094444 2.289080555),Malaysia
Malanti Chiefs F.C.,Somhlolo National Stadium,Point(31.2055 -26.443),Swaziland
Malatya B.S.,Malatya İnönü Stadium,Point(38.330494 38.352178),Turkey
Malatyaspor,Malatya İnönü Stadium,Point(38.330494 38.352178),Turkey
Malavan F.C.,Takhti Stadium,Point(49.455385 37.465615),Iran
Malleco Unido,Q5848161,Point(-72.7033 -37.8037),Chile
Malmö FF,Swedbank Stadion,Point(12.987777777 55.583611111),Sweden
Mamelodi Sundowns F.C.,Loftus Versfeld Stadium,Point(28.223014 -25.753189),South Africa
Manado United,Klabat Stadium,Point(124.835764 1.458653),Indonesia
Managua F.C.,Estadio Olímpico del IND Managua,Point(-86.285 12.131667),Nicaragua
Manama Club,Bahrain National Stadium,Point(50.543664 26.153594),Bahrain
Manchester City F.C.,City of Manchester Stadium,Point(-2.200277777 53.483055555),United Kingdom
Manchester City L.F.C.,Manchester Regional Arena,Point(-2.203889 53.483889),United Kingdom
Manchester United F.C.,Old Trafford,Point(-2.291388888 53.463055555),United Kingdom
Manchester United F.C. Reserves and Academy,Moss Lane,Point(-2.335158 53.383436),United Kingdom
Mangere United,Centre Park,Point(174.805413 -36.964263),New Zealand
Manglerud Star Toppfotball,Lambertseter Stadion,Point(10.819172 59.871461),Norway
Manisaspor,Manisa 19 Mayıs Stadium,Point(27.439933 38.623006),Turkey
Manning Rangers F.C.,Chatsworth Stadium,Point(30.877311 -29.910398),South Africa
Mansfield Town F.C.,Field Mill,Point(-1.200556 53.138056),United Kingdom
Manshia Bani Hassan,Prince Mohammed Stadium,Point(36.320161 33.522789),Jordan
Manta Fútbol Club,Estadio Jocay,Point(-80.70293 -0.964041),Ecuador
Manta Sport Club,Estadio Jocay,Point(-80.70293 -0.964041),Ecuador
Mantova F.C.,Stadio Danilo Martelli,Point(10.794167 45.146111),Italy
Maranhão Atlético Clube,Castelão,Point(-44.259722 -2.548611),Brazil
Marconi Stallions FC,Marconi Stadium,Point(150.880362 -33.863485),Australia
Margate F.C.,Hartsdown Park,Point(1.374167 51.379722),United Kingdom
Mariedals IK,Borås Arena,Point(12.934334 57.73457),Sweden
Marino de Luanco,Estadio Municipal de Miramar,Point(-5.80009 43.6137),Spain
Mariscal Braun,Estadio Hernando Siles,Point(-68.122778 -16.499444),Bolivia
Mariscal Santa Cruz,Estadio Hernando Siles,Point(-68.122778 -16.499444),Bolivia
Maritzburg F.C.,Jan Smuts Stadium,Point(27.905 -33.007),South Africa
Maritzburg United F.C.,Harry Gwala Stadium,Point(30.385641 -29.617388),South Africa
Marsa FC,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Marsaxlokk F.C.,Marsaxlokk Ground,Point(14.544722 35.841667),Malta
Marília Atlético Clube,Estádio Bento de Abreu,Point(-49.939406 -22.219478),Brazil
Massachusetts Twisters,The Big E Coliseum,Point(-72.6165 42.0913),United States of America
Mastrans Bandung Raya,Siliwangi Stadium,Point(107.619367 -6.910312),Indonesia
Matsumoto Yamaga F.C.,Matsumotodaira Football Stadium,Point(137.917128 36.179662),Japan
Mayagüez FC,Mayagüez Athletics Stadium,Point(-67.155794 18.191086),United States of America
Mbabane Highlanders F.C.,Prince of Wales Stadium,Point(-2.080556 51.910833),Swaziland
Mbabane Swallows F.C.,Somhlolo National Stadium,Point(31.2055 -26.443),Swaziland
Mdina Knights F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Medan Jaya,Teladan Stadium,Point(98.695556 3.564722),Indonesia
Medan United,Teladan Stadium,Point(98.695556 3.564722),Indonesia
Mehr Karaj F.C.,Enghelab Stadium,Point(50.958333 35.850556),Iran
Melaka TMFC,Hang Jebat Stadium,Point(102.233094444 2.289080555),Malaysia
Melbourne City Football Club,Melbourne Rectangular Stadium,Point(144.983889 -37.825278),Australia
Melbourne Hakoah,Middle Park,Point(144.971337 -37.852899),Australia
Melbourne Heart FC records and statistics,Melbourne Rectangular Stadium,Point(144.983889 -37.825278),United Kingdom
Melbourne Knights Football Club,Knights Stadium,Point(144.845397 -37.762208),Australia
Melbourne Victory,Melbourne Rectangular Stadium,Point(144.983889 -37.825278),Australia
Mersin İdmanyurdu,Tevfik Sırrı Gür Stadium,Point(34.617555 36.78626),Turkey
Merthyr Town F.C.,Penydarren Park,Point(-3.377778 51.751111),United Kingdom
Merthyr Tydfil F.C.,Penydarren Park,Point(-3.377778 51.751111),United Kingdom
Metallurg Bekabad,Metallurg Bekabad Stadium,Point(69.27919 40.213367),Uzbekistan
Mezőkövesd-Zsóry SE,Mezőkövesdi Városi Stadion,Point(20.5673 47.8023),Hungary
Mgarr United F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Miami Fusion F.C.,Lockhart Stadium,Point(-80.161111111 26.193055555),United States of America
Miami Surf,Tropical Park Stadium,Point(-80.323036 25.730064),United States of America
Michigan Bucks,Ultimate Soccer Arenas,Point(-83.254167 42.621111),United States of America
Middlesbrough F.C.,Riverside Stadium,Point(-1.216944444 54.578333333),United Kingdom
Mighty Blackpool F.C.,National Stadium,Point(-13.249056 8.479556),Sierra Leone
Mighty Gunners F.C.,Mokati Stadium,Point(16.65865278 -20.45861944),Namibia
Millonarios F.C.,Estadio El Campín,Point(-74.0775 4.645888888),Colombia
Millwall F.C.,The Den,Point(-0.050833 51.485833),United Kingdom
Millwall Lionesses L.F.C.,Champion Hill,Point(-0.084061 51.461231),United Kingdom
Milton Keynes Dons F.C.,Stadium mk,Point(-0.733333 52.009444),United Kingdom
Milwaukee Rampage,Uihlein Soccer Park,Point(-87.998833333 43.146666666),United States of America
Milwaukee Wave,UW–Milwaukee Panther Arena,Point(-87.916944444 43.042222222),United States of America
Minangkabau F.C.,Haji Agus Salim Stadium,Point(100.358333 -0.929444),Indonesia
Minnesota Kicks,Metropolitan Stadium,Point(-93.241944444 44.854444444),United States of America
Minnesota Lightning,National Sports Center,Point(-93.225925 45.1575),United States of America
Minnesota Thunder,National Sports Center,Point(-93.225925 45.1575),United States of America
Minnesota United FC,National Sports Center,Point(-93.225925 45.1575),United States of America
Minnesota United FC,Minnesota United FC Stadium,Point(-93.1651 44.9528),United States of America
Miramar Misiones,Parque Luis Méndez Piana,Point(-56.153317 -34.896869),Uruguay
Misr El Makasa,Fayoum Stadium,Point(30.84 29.318),Egypt
Missouri Comets,Independence Events Center,Point(-94.35756 39.039128),United States of America
Mito HollyHock,K's denki Stadium Mito,Point(140.412222 36.345278),Japan
Mitra Kukar F.C.,Aji Imbut Stadium,Point(117.0075 -0.425),Indonesia
Mixto Esporte Clube,Verdão,Point(-56.120556 -15.603056),Brazil
Mjällby AIF,Strandvallen,Point(14.71666667 56.0125),Sweden
Mjøndalen IF,Mjøndalen Stadion,Point(10.014616 59.746949),Norway
Mochudi Centre Chiefs,University at Buffalo Stadium,Point(-78.7775 42.999167),Botswana
Moda FC,Fenerbahce Sukru Saracoglu Stadium,Point(29.036667 40.987778),Turkey
Modena F.C.,Stadio Alberto Braglia,Point(10.923333 44.653611),Italy
Moghreb Tétouan,Saniat Rmel,Point(-5.348611 35.5725),Morocco
Mogi Mirim Esporte Clube,Estádio Romildo Vitor Gomes Ferreira,Point(-46.962561 -22.439642),Brazil
Mogoditshane Fighters,Molepolole Stadium,Point(25.537693 -24.383626),Botswana
Mohammedan S.C.,Salt Lake Stadium,Point(88.409167 22.568889),India
Mohammedan Sporting Club,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Mohun Bagan A.C.,Salt Lake Stadium,Point(88.409167 22.568889),India
Mokpo City FC,Mokpo International Football Center,Point(126.399631 34.828988),South Korea
Molde FK,Aker Stadion,Point(7.148611111 62.733888888),Norway
Monagas Sport Club,Estadio Monumental de Maturín,Point(-63.224258 9.71684),Venezuela
Monaghan United F.C.,Kingspan Century Park,Point(-6.96667 54.2333),Ireland
Monarcas Morelia,Estadio Morelos,Point(-101.233622 19.718742),Mexico
Montedio Yamagata,ND Soft Stadium Yamagata,Point(140.378558 38.336558),Japan
Monterrey,Territorio Santos Modelo,Point(-103.38 25.6304),Mexico
Monterrey Fury,Monterrey Arena,Point(-100.288233 25.680842),Mexico
Monterrey La Raza,Monterrey Arena,Point(-100.288233 25.680842),Mexico
Montevideo Wanderers Fútbol Club,Gallinero,Point(-2.445301 41.948928),Uruguay
Montreal Impact Academy,Saputo Stadium,Point(-73.5525 45.563055555),Canada
Montreal Impact F.C.,Olympic Stadium of Montreal,Point(-73.551944444 45.557777777),Canada
Montreal Impact F.C.,Saputo Stadium,Point(-73.5525 45.563055555),Canada
Montreal Impact F.C.,Saputo Stadium,Point(-73.5525 45.563055555),Canada
Montreal Manic,Olympic Stadium of Montreal,Point(-73.551944444 45.557777777),Canada
Montreal Manic,Olympic Stadium of Montreal,Point(-73.551944444 45.557777777),United States of America
Montrose F.C.,Links Park,Point(-2.45908 56.7139),United Kingdom
Morecambe F.C.,Globe Arena,Point(-2.86716 54.0615),United Kingdom
Moreirense F.C.,Parque de Jogos Comendador Joaquim de Almeida Freitas,Point(-8.354761 41.378089),Portugal
Moroka Swallows F.C.,Dobsonville Stadium,Point(27.864167 -26.226667),South Africa
Morvant Caledonia United,Hasely Crawford Stadium,Point(-61.533033 10.661522),Trinidad and Tobago
Moss FK,Melløs Stadion,Point(10.67138889 59.42083333),Norway
Motherwell F.C.,Fir Park,Point(-3.980078 55.779947),United Kingdom
Moto Club de São Luís,Castelão,Point(-44.259722 -2.548611),Brazil
Moto Esporte Clube,Estádio Aluízio Ferreira,Point(-63.910556 -8.757222),Brazil
Motril CF,Estadio Escribano Castilla,Point(-3.51277778 36.75444167),Spain
Moñitos clup,Stadio Friuli,Point(13.200136 46.081603),Italy
Mqabba F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Msida Saint-Joseph F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Muangthong United F.C.,SCG Stadium,Point(100.547411 13.917989),Thailand
Muangthong United F.C. Reserves and Academy,SCG Stadium,Point(100.547411 13.917989),Thailand
Muktijoddha Sangsad KS,Bangabandhu National Stadium,Point(90.41333333 23.72777778),Bangladesh
Mumbai F.C.,Shree Shiv Chhatrapati Sports Complex,Point(73.760984 18.574745),India
Municipal La Pintana,Estadio Municipal de La Pintana,Point(-70.635833 -33.586667),Chile
Municipal Liberia,Estadio Edgardo Baltodano Briceño,Point(-85.433333 10.635833),Costa Rica
Municipal Mejillones,Q5848227,Point(-70.4463 -23.1046),Chile
Municipal Pérez Zeledón,Estadio Municipal Pérez Zeledón,Point(-83.704653 9.368786),Costa Rica
Municipal Real Mamoré,Estadio Gran Mamoré,Point(-64.893611 -14.82),Bolivia
Muscat FC,Sultan Qaboos Sports Complex,Point(58.399444444 23.573055555),Oman
Mushuc Runa Sporting Club,Estadio Bellavista,Point(-78.623069 -1.244772),Ecuador
Mutual FC,Tsing Yi Sports Ground,Point(114.108277777 22.356280555),Hong Kong
Myrtle Beach FC,Doug Shaw Memorial Stadium,Point(-78.8665 33.7154),United States of America
Málaga C.F.,El Molinón,Point(-5.637222 43.536111),Spain
Málaga CF,La Rosaleda Stadium,Point(-4.426422 36.734092),Spain
Mérida AD,Estadio Romano,Point(-6.336406 38.913933),Spain
Mérida UD,Estadio Romano,Point(-6.336406 38.913933),Spain
MŠK Žilina,Štadión pod Dubňom,Point(18.744722 49.229167),Slovakia
N.E.C.,Stadion de Goffert,Point(5.836667 51.8225),Netherlands
N.K. Dinamo Zagreb,Stadion Maksimir,Point(16.018077777 45.818858333),Croatia
N.K. Zagreb,Stadion Kranjčevićeva,Point(15.960833 45.804722),Croatia
NA Hussein Dey,Stade Frères Zioui,Point(3.091944 36.743889),Algeria
NAC Breda,Terrein achter de Watertoren,Point(4.789167 51.584722),Netherlands
NAC Breda,Rat Verlegh Stadion,Point(4.750278 51.595556),Netherlands
NAC Breda,NAC stadion Heuvelstraat,Point(4.745833 51.576389),Netherlands
NK Branik Maribor,Ljudski vrt,Point(15.640556 46.5625),Slovenia
NK Bravo1 Interblock,ŽŠD Ljubljana Stadium,Point(14.499624 46.069658),Slovenia
NK Celje,Arena Petrol,Point(15.270278 46.246667),Slovenia
NK Croatia Sesvete,Stadion ŠRC Sesvete,Point(16.1075 45.8364),Croatia
NK Domžale,Domžale Sports Park,Point(14.602343 46.136967),Slovenia
NK Dugopolje,Stadion Hrvatski vitezovi,Point(16.574167 43.588056),Croatia
NK GOŠK Dubrovnik,Stadion Lapad,Point(18.078611 42.654722),Croatia
NK Hrvatski Dragovoljac,Stadion NŠC Stjepan Spajić,Point(15.97159445 45.77120129),Croatia
NK Imotski,Stadion Gospin dolac,Point(17.2149 43.449367),Croatia
NK Inter Zaprešić,Stadion ŠRC Zaprešić,Point(15.799722 45.864722),Croatia
NK Istra 1961,Stadion Aldo Drosina,Point(13.851561 44.861565),Croatia
NK Izola,Izola City Stadium,Point(13.665311 45.537125),Italy
NK Izola,Izola City Stadium,Point(13.665311 45.537125),Slovenia
NK Junak Sinj,Gradski stadion,Point(16.653889 43.702778),Croatia
NK Kamen Ingrad,Stadion Kamen Ingrad,Point(17.663333 45.440833),Croatia
NK Karlovac 1919,Stadion Branko Čavlović-Čavlek,Point(15.563933 45.484497),Croatia
NK Koprivnica,Gradski stadion,Point(16.834722 46.166111),Croatia
NK Krško,Matija Gubec Stadium,Point(15.48831944 45.94890833),Slovenia
NK Lokomotiva,Stadion Maksimir,Point(16.018077777 45.818858333),Croatia
NK Maribor,Ljudski vrt,Point(15.640556 46.5625),Slovenia
NK Međimurje,Stadion SRC Mladost,Point(16.422307 46.391531),Croatia
NK Mura,Fazanerija City Stadium,Point(16.1575 46.668611),Slovenia
NK Nafta Lendava,Lendava Sports Park,Point(16.4508 46.559528),Slovenia
NK Olimpija Ljubljana,Stožice Stadium,Point(14.521389 46.081111),Slovenia
NK Osijek,Stadion Gradski vrt,Point(18.695833 45.545),Croatia
NK Papuk Velika,Stadion Kamen Ingrad,Point(17.663333 45.440833),Croatia
NK Primorac 1929,Stadion Poljud,Point(16.431667 43.519444),Croatia
NK Slaven Belupo,Gradski stadion,Point(16.834722 46.166111),Croatia
NK Triglav Kranj,Stanko Mlakar Stadium,Point(14.364914 46.251731),Slovenia
